country,day,vaccine,total_vaccinations
Lithuania,1/14/2021,Pfizer/BioNTech,42237
Lithuania,1/15/2021,Moderna,1041
Lithuania,1/15/2021,Pfizer/BioNTech,48955
Lithuania,1/16/2021,Pfizer/BioNTech,50060
Lithuania,1/17/2021,Moderna,1042
Lithuania,1/17/2021,Pfizer/BioNTech,51191
Lithuania,1/18/2021,Moderna,1578
Lithuania,1/18/2021,Pfizer/BioNTech,55178
Lithuania,1/19/2021,Moderna,2074
Lithuania,1/19/2021,Pfizer/BioNTech,60968
Lithuania,1/20/2021,Moderna,2312
Lithuania,1/20/2021,Pfizer/BioNTech,64204
Lithuania,1/21/2021,Moderna,2372
Lithuania,1/21/2021,Pfizer/BioNTech,65693
Lithuania,1/22/2021,Pfizer/BioNTech,66086
Lithuania,1/23/2021,Pfizer/BioNTech,66094
Lithuania,1/25/2021,Pfizer/BioNTech,66196
Lithuania,1/26/2021,Pfizer/BioNTech,69345
Lithuania,1/27/2021,Pfizer/BioNTech,76248
Lithuania,1/28/2021,Pfizer/BioNTech,83330
Lithuania,1/29/2021,Pfizer/BioNTech,91407
Lithuania,1/30/2021,Pfizer/BioNTech,92051
Lithuania,1/31/2021,Pfizer/BioNTech,92059
Lithuania,2/1/2021,Pfizer/BioNTech,94943
Lithuania,2/2/2021,Moderna,2694
Lithuania,2/2/2021,Oxford/AstraZeneca,1
Lithuania,2/2/2021,Pfizer/BioNTech,98532
Lithuania,2/3/2021,Moderna,3324
Lithuania,2/3/2021,Pfizer/BioNTech,104701
Lithuania,2/4/2021,Moderna,3888
Lithuania,2/4/2021,Oxford/AstraZeneca,2
Lithuania,2/4/2021,Pfizer/BioNTech,114001
Lithuania,2/5/2021,Moderna,4033
Lithuania,2/5/2021,Pfizer/BioNTech,121165
Lithuania,2/6/2021,Pfizer/BioNTech,121892
Lithuania,2/7/2021,Pfizer/BioNTech,121989
Lithuania,2/8/2021,Moderna,4121
Lithuania,2/8/2021,Pfizer/BioNTech,124564
Lithuania,2/9/2021,Moderna,4362
Lithuania,2/9/2021,Oxford/AstraZeneca,301
Lithuania,2/9/2021,Pfizer/BioNTech,126878
Lithuania,2/10/2021,Moderna,4673
Lithuania,2/10/2021,Oxford/AstraZeneca,3025
Lithuania,2/10/2021,Pfizer/BioNTech,129995
Lithuania,2/11/2021,Moderna,5105
Lithuania,2/11/2021,Oxford/AstraZeneca,5522
Lithuania,2/11/2021,Pfizer/BioNTech,136131
Lithuania,2/12/2021,Moderna,5724
Lithuania,2/12/2021,Oxford/AstraZeneca,7457
Lithuania,2/12/2021,Pfizer/BioNTech,140862
Lithuania,2/13/2021,Moderna,5729
Lithuania,2/13/2021,Oxford/AstraZeneca,7766
Lithuania,2/13/2021,Pfizer/BioNTech,140994
Lithuania,2/15/2021,Moderna,6980
Lithuania,2/15/2021,Oxford/AstraZeneca,9612
Lithuania,2/15/2021,Pfizer/BioNTech,142544
Lithuania,2/16/2021,Pfizer/BioNTech,143051
Lithuania,2/17/2021,Moderna,8333
Lithuania,2/17/2021,Oxford/AstraZeneca,10586
Lithuania,2/17/2021,Pfizer/BioNTech,149006
Lithuania,2/18/2021,Moderna,8868
Lithuania,2/18/2021,Oxford/AstraZeneca,12061
Lithuania,2/18/2021,Pfizer/BioNTech,158324
Lithuania,2/19/2021,Moderna,9345
Lithuania,2/19/2021,Oxford/AstraZeneca,14828
Lithuania,2/19/2021,Pfizer/BioNTech,165549
Lithuania,2/20/2021,Oxford/AstraZeneca,15133
Lithuania,2/20/2021,Pfizer/BioNTech,166253
Lithuania,2/22/2021,Moderna,9513
Lithuania,2/22/2021,Oxford/AstraZeneca,17204
Lithuania,2/22/2021,Pfizer/BioNTech,169489
Lithuania,2/23/2021,Moderna,9925
Lithuania,2/23/2021,Oxford/AstraZeneca,19209
Lithuania,2/23/2021,Pfizer/BioNTech,175727
Lithuania,2/24/2021,Moderna,10058
Lithuania,2/24/2021,Oxford/AstraZeneca,21914
Lithuania,2/24/2021,Pfizer/BioNTech,184595
Lithuania,2/25/2021,Moderna,10769
Lithuania,2/25/2021,Oxford/AstraZeneca,26025
Lithuania,2/25/2021,Pfizer/BioNTech,191635
Lithuania,2/26/2021,Moderna,12274
Lithuania,2/26/2021,Oxford/AstraZeneca,30288
Lithuania,2/26/2021,Pfizer/BioNTech,195867
Lithuania,2/27/2021,Oxford/AstraZeneca,30845
Lithuania,2/27/2021,Pfizer/BioNTech,196009
Lithuania,2/28/2021,Oxford/AstraZeneca,31219
Lithuania,2/28/2021,Pfizer/BioNTech,196060
Lithuania,3/1/2021,Moderna,15758
Lithuania,3/1/2021,Oxford/AstraZeneca,34019
Lithuania,3/1/2021,Pfizer/BioNTech,197334
Lithuania,3/2/2021,Moderna,17645
Lithuania,3/2/2021,Oxford/AstraZeneca,35688
Lithuania,3/2/2021,Pfizer/BioNTech,203111
Lithuania,3/3/2021,Moderna,19444
Lithuania,3/3/2021,Oxford/AstraZeneca,38819
Lithuania,3/3/2021,Pfizer/BioNTech,210162
Lithuania,3/4/2021,Moderna,20510
Lithuania,3/4/2021,Oxford/AstraZeneca,42307
Lithuania,3/4/2021,Pfizer/BioNTech,221045
Lithuania,3/5/2021,Moderna,21091
Lithuania,3/5/2021,Oxford/AstraZeneca,46604
Lithuania,3/5/2021,Pfizer/BioNTech,230135
Lithuania,3/6/2021,Moderna,21179
Lithuania,3/6/2021,Oxford/AstraZeneca,46867
Lithuania,3/6/2021,Pfizer/BioNTech,230410
Lithuania,3/7/2021,Pfizer/BioNTech,230411
Lithuania,3/8/2021,Moderna,21661
Lithuania,3/8/2021,Oxford/AstraZeneca,53552
Lithuania,3/8/2021,Pfizer/BioNTech,232140
Lithuania,3/9/2021,Moderna,22625
Lithuania,3/9/2021,Oxford/AstraZeneca,56308
Lithuania,3/9/2021,Pfizer/BioNTech,240309
Lithuania,3/10/2021,Moderna,22818
Lithuania,3/10/2021,Oxford/AstraZeneca,62349
Lithuania,3/10/2021,Pfizer/BioNTech,249705
Lithuania,3/11/2021,Oxford/AstraZeneca,62705
Lithuania,3/11/2021,Pfizer/BioNTech,250485
Lithuania,3/12/2021,Moderna,23072
Lithuania,3/12/2021,Oxford/AstraZeneca,68921
Lithuania,3/12/2021,Pfizer/BioNTech,261936
Lithuania,3/13/2021,Oxford/AstraZeneca,69209
Lithuania,3/13/2021,Pfizer/BioNTech,263394
Lithuania,3/14/2021,Oxford/AstraZeneca,69217
Lithuania,3/14/2021,Pfizer/BioNTech,263410
Lithuania,3/15/2021,Moderna,23172
Lithuania,3/15/2021,Oxford/AstraZeneca,74974
Lithuania,3/15/2021,Pfizer/BioNTech,265595
Lithuania,3/16/2021,Moderna,23374
Lithuania,3/16/2021,Oxford/AstraZeneca,78303
Lithuania,3/16/2021,Pfizer/BioNTech,272263
Lithuania,3/17/2021,Moderna,23480
Lithuania,3/17/2021,Oxford/AstraZeneca,78399
Lithuania,3/17/2021,Pfizer/BioNTech,282597
Lithuania,3/18/2021,Moderna,23611
Lithuania,3/18/2021,Oxford/AstraZeneca,78426
Lithuania,3/18/2021,Pfizer/BioNTech,290818
Lithuania,3/19/2021,Moderna,25821
Lithuania,3/19/2021,Oxford/AstraZeneca,78950
Lithuania,3/19/2021,Pfizer/BioNTech,297331
Lithuania,3/20/2021,Moderna,26355
Lithuania,3/20/2021,Pfizer/BioNTech,297531
Lithuania,3/21/2021,Moderna,26357
Lithuania,3/21/2021,Pfizer/BioNTech,297561
Lithuania,3/22/2021,Moderna,31152
Lithuania,3/22/2021,Oxford/AstraZeneca,81240
Lithuania,3/22/2021,Pfizer/BioNTech,298678
Lithuania,3/23/2021,Moderna,32709
Lithuania,3/23/2021,Oxford/AstraZeneca,84005
Lithuania,3/23/2021,Pfizer/BioNTech,307198
Lithuania,3/24/2021,Moderna,33824
Lithuania,3/24/2021,Oxford/AstraZeneca,88591
Lithuania,3/24/2021,Pfizer/BioNTech,319085
Lithuania,3/25/2021,Moderna,34829
Lithuania,3/25/2021,Oxford/AstraZeneca,93029
Lithuania,3/25/2021,Pfizer/BioNTech,330560
Lithuania,3/26/2021,Moderna,36453
Lithuania,3/26/2021,Oxford/AstraZeneca,98582
Lithuania,3/26/2021,Pfizer/BioNTech,339785
Lithuania,3/27/2021,Moderna,36529
Lithuania,3/27/2021,Oxford/AstraZeneca,101401
Lithuania,3/27/2021,Pfizer/BioNTech,340035
Lithuania,3/28/2021,Oxford/AstraZeneca,101501
Lithuania,3/28/2021,Pfizer/BioNTech,340119
Lithuania,3/29/2021,Moderna,37950
Lithuania,3/29/2021,Oxford/AstraZeneca,106955
Lithuania,3/29/2021,Pfizer/BioNTech,341106
Lithuania,3/30/2021,Moderna,38132
Lithuania,3/30/2021,Oxford/AstraZeneca,109444
Lithuania,3/30/2021,Pfizer/BioNTech,351254
Lithuania,3/31/2021,Moderna,39566
Lithuania,3/31/2021,Oxford/AstraZeneca,111496
Lithuania,3/31/2021,Pfizer/BioNTech,368442
Lithuania,4/1/2021,Moderna,46787
Lithuania,4/1/2021,Oxford/AstraZeneca,114335
Lithuania,4/1/2021,Pfizer/BioNTech,376595
Lithuania,4/2/2021,Moderna,53284
Lithuania,4/2/2021,Oxford/AstraZeneca,119986
Lithuania,4/2/2021,Pfizer/BioNTech,384170
Lithuania,4/3/2021,Moderna,53477
Lithuania,4/3/2021,Oxford/AstraZeneca,127691
Lithuania,4/3/2021,Pfizer/BioNTech,384931
Lithuania,4/4/2021,Oxford/AstraZeneca,130094
Lithuania,4/4/2021,Pfizer/BioNTech,384937
Lithuania,4/5/2021,Moderna,53487
Lithuania,4/5/2021,Oxford/AstraZeneca,133604
Lithuania,4/5/2021,Pfizer/BioNTech,385131
Lithuania,4/6/2021,Moderna,56151
Lithuania,4/6/2021,Oxford/AstraZeneca,144172
Lithuania,4/6/2021,Pfizer/BioNTech,386564
Lithuania,4/7/2021,Moderna,57402
Lithuania,4/7/2021,Oxford/AstraZeneca,154099
Lithuania,4/7/2021,Pfizer/BioNTech,388104
Lithuania,4/8/2021,Moderna,58784
Lithuania,4/8/2021,Oxford/AstraZeneca,156807
Lithuania,4/8/2021,Pfizer/BioNTech,410828
Lithuania,4/9/2021,Moderna,59213
Lithuania,4/9/2021,Oxford/AstraZeneca,162036
Lithuania,4/9/2021,Pfizer/BioNTech,438545
Lithuania,4/10/2021,Moderna,59289
Lithuania,4/10/2021,Oxford/AstraZeneca,166211
Lithuania,4/10/2021,Pfizer/BioNTech,449877
Lithuania,4/11/2021,Moderna,59343
Lithuania,4/11/2021,Oxford/AstraZeneca,166829
Lithuania,4/11/2021,Pfizer/BioNTech,450920
Lithuania,4/12/2021,Moderna,59637
Lithuania,4/12/2021,Oxford/AstraZeneca,170803
Lithuania,4/12/2021,Pfizer/BioNTech,455382
Lithuania,4/13/2021,Moderna,60038
Lithuania,4/13/2021,Oxford/AstraZeneca,173326
Lithuania,4/13/2021,Pfizer/BioNTech,471194
Lithuania,4/14/2021,Moderna,60260
Lithuania,4/14/2021,Oxford/AstraZeneca,174305
Lithuania,4/14/2021,Pfizer/BioNTech,496511
Lithuania,4/15/2021,Moderna,60506
Lithuania,4/15/2021,Oxford/AstraZeneca,177597
Lithuania,4/15/2021,Pfizer/BioNTech,516060
Lithuania,4/16/2021,Moderna,60773
Lithuania,4/16/2021,Oxford/AstraZeneca,183811
Lithuania,4/16/2021,Pfizer/BioNTech,529952
Lithuania,4/17/2021,Moderna,60805
Lithuania,4/17/2021,Oxford/AstraZeneca,184961
Lithuania,4/17/2021,Pfizer/BioNTech,531231
Lithuania,4/18/2021,Oxford/AstraZeneca,185041
Lithuania,4/18/2021,Pfizer/BioNTech,531235
Lithuania,4/19/2021,Moderna,61234
Lithuania,4/19/2021,Oxford/AstraZeneca,189005
Lithuania,4/19/2021,Pfizer/BioNTech,532654
Lithuania,4/20/2021,Moderna,62980
Lithuania,4/20/2021,Oxford/AstraZeneca,190463
Lithuania,4/20/2021,Pfizer/BioNTech,544672
Lithuania,4/21/2021,Moderna,67115
Lithuania,4/21/2021,Oxford/AstraZeneca,191105
Lithuania,4/21/2021,Pfizer/BioNTech,566480
Lithuania,4/22/2021,Moderna,71024
Lithuania,4/22/2021,Oxford/AstraZeneca,193198
Lithuania,4/22/2021,Pfizer/BioNTech,586495
Lithuania,4/23/2021,Johnson&Johnson,1
Lithuania,4/23/2021,Moderna,72480
Lithuania,4/23/2021,Oxford/AstraZeneca,200995
Lithuania,4/23/2021,Pfizer/BioNTech,601710
Lithuania,4/24/2021,Moderna,73829
Lithuania,4/24/2021,Oxford/AstraZeneca,202259
Lithuania,4/24/2021,Pfizer/BioNTech,603626
Lithuania,4/25/2021,Moderna,73830
Lithuania,4/25/2021,Oxford/AstraZeneca,202278
Lithuania,4/25/2021,Pfizer/BioNTech,603870
Lithuania,4/26/2021,Moderna,74539
Lithuania,4/26/2021,Oxford/AstraZeneca,206517
Lithuania,4/26/2021,Pfizer/BioNTech,604943
Lithuania,4/27/2021,Moderna,74952
Lithuania,4/27/2021,Oxford/AstraZeneca,207777
Lithuania,4/27/2021,Pfizer/BioNTech,614841
Romania,12/27/2020,Moderna,0
Romania,12/27/2020,Oxford/AstraZeneca,0
Romania,12/27/2020,Pfizer/BioNTech,965
Romania,12/28/2020,Moderna,0
Romania,12/28/2020,Oxford/AstraZeneca,0
Romania,12/28/2020,Pfizer/BioNTech,2066
Romania,12/29/2020,Moderna,0
Romania,12/29/2020,Oxford/AstraZeneca,0
Romania,12/29/2020,Pfizer/BioNTech,2778
Romania,12/30/2020,Moderna,0
Romania,12/30/2020,Oxford/AstraZeneca,0
Romania,12/30/2020,Pfizer/BioNTech,5666
Romania,12/31/2020,Moderna,0
Romania,12/31/2020,Oxford/AstraZeneca,0
Romania,12/31/2020,Pfizer/BioNTech,10289
Romania,1/1/2021,Moderna,0
Romania,1/1/2021,Oxford/AstraZeneca,0
Romania,1/1/2021,Pfizer/BioNTech,11656
Romania,1/2/2021,Moderna,0
Romania,1/2/2021,Oxford/AstraZeneca,0
Romania,1/2/2021,Pfizer/BioNTech,13242
Romania,1/3/2021,Moderna,0
Romania,1/3/2021,Oxford/AstraZeneca,0
Romania,1/3/2021,Pfizer/BioNTech,13596
Romania,1/4/2021,Moderna,0
Romania,1/4/2021,Oxford/AstraZeneca,0
Romania,1/4/2021,Pfizer/BioNTech,25508
Romania,1/5/2021,Moderna,0
Romania,1/5/2021,Oxford/AstraZeneca,0
Romania,1/5/2021,Pfizer/BioNTech,41609
Romania,1/6/2021,Moderna,0
Romania,1/6/2021,Oxford/AstraZeneca,0
Romania,1/6/2021,Pfizer/BioNTech,58554
Romania,1/7/2021,Moderna,0
Romania,1/7/2021,Oxford/AstraZeneca,0
Romania,1/7/2021,Pfizer/BioNTech,76400
Romania,1/8/2021,Moderna,0
Romania,1/8/2021,Oxford/AstraZeneca,0
Romania,1/8/2021,Pfizer/BioNTech,92706
Romania,1/9/2021,Moderna,0
Romania,1/9/2021,Oxford/AstraZeneca,0
Romania,1/9/2021,Pfizer/BioNTech,102301
Romania,1/10/2021,Moderna,0
Romania,1/10/2021,Oxford/AstraZeneca,0
Romania,1/10/2021,Pfizer/BioNTech,108294
Romania,1/11/2021,Moderna,0
Romania,1/11/2021,Oxford/AstraZeneca,0
Romania,1/11/2021,Pfizer/BioNTech,125190
Romania,1/12/2021,Moderna,0
Romania,1/12/2021,Oxford/AstraZeneca,0
Romania,1/12/2021,Pfizer/BioNTech,140447
Romania,1/13/2021,Moderna,0
Romania,1/13/2021,Oxford/AstraZeneca,0
Romania,1/13/2021,Pfizer/BioNTech,154268
Romania,1/14/2021,Moderna,0
Romania,1/14/2021,Oxford/AstraZeneca,0
Romania,1/14/2021,Pfizer/BioNTech,168089
Romania,1/15/2021,Moderna,0
Romania,1/15/2021,Oxford/AstraZeneca,0
Romania,1/15/2021,Pfizer/BioNTech,184146
Romania,1/16/2021,Moderna,0
Romania,1/16/2021,Oxford/AstraZeneca,0
Romania,1/16/2021,Pfizer/BioNTech,196567
Romania,1/17/2021,Moderna,0
Romania,1/17/2021,Oxford/AstraZeneca,0
Romania,1/17/2021,Pfizer/BioNTech,204662
Romania,1/18/2021,Moderna,0
Romania,1/18/2021,Oxford/AstraZeneca,0
Romania,1/18/2021,Pfizer/BioNTech,234899
Romania,1/19/2021,Moderna,0
Romania,1/19/2021,Oxford/AstraZeneca,0
Romania,1/19/2021,Pfizer/BioNTech,269706
Romania,1/20/2021,Moderna,0
Romania,1/20/2021,Oxford/AstraZeneca,0
Romania,1/20/2021,Pfizer/BioNTech,308044
Romania,1/21/2021,Moderna,0
Romania,1/21/2021,Oxford/AstraZeneca,0
Romania,1/21/2021,Pfizer/BioNTech,347756
Romania,1/22/2021,Moderna,0
Romania,1/22/2021,Oxford/AstraZeneca,0
Romania,1/22/2021,Pfizer/BioNTech,385596
Romania,1/23/2021,Moderna,0
Romania,1/23/2021,Oxford/AstraZeneca,0
Romania,1/23/2021,Pfizer/BioNTech,418545
Romania,1/24/2021,Moderna,0
Romania,1/24/2021,Oxford/AstraZeneca,0
Romania,1/24/2021,Pfizer/BioNTech,445945
Romania,1/25/2021,Moderna,0
Romania,1/25/2021,Oxford/AstraZeneca,0
Romania,1/25/2021,Pfizer/BioNTech,484291
Romania,1/26/2021,Moderna,0
Romania,1/26/2021,Oxford/AstraZeneca,0
Romania,1/26/2021,Pfizer/BioNTech,528038
Romania,1/27/2021,Moderna,0
Romania,1/27/2021,Oxford/AstraZeneca,0
Romania,1/27/2021,Pfizer/BioNTech,570364
Romania,1/28/2021,Moderna,0
Romania,1/28/2021,Oxford/AstraZeneca,0
Romania,1/28/2021,Pfizer/BioNTech,609056
Romania,1/29/2021,Moderna,0
Romania,1/29/2021,Oxford/AstraZeneca,0
Romania,1/29/2021,Pfizer/BioNTech,646660
Romania,1/30/2021,Moderna,0
Romania,1/30/2021,Oxford/AstraZeneca,0
Romania,1/30/2021,Pfizer/BioNTech,672056
Romania,1/31/2021,Moderna,0
Romania,1/31/2021,Oxford/AstraZeneca,0
Romania,1/31/2021,Pfizer/BioNTech,691075
Romania,2/1/2021,Moderna,0
Romania,2/1/2021,Oxford/AstraZeneca,0
Romania,2/1/2021,Pfizer/BioNTech,720844
Romania,2/2/2021,Moderna,0
Romania,2/2/2021,Oxford/AstraZeneca,0
Romania,2/2/2021,Pfizer/BioNTech,748392
Romania,2/3/2021,Moderna,0
Romania,2/3/2021,Oxford/AstraZeneca,0
Romania,2/3/2021,Pfizer/BioNTech,771862
Romania,2/4/2021,Moderna,6443
Romania,2/4/2021,Oxford/AstraZeneca,0
Romania,2/4/2021,Pfizer/BioNTech,788012
Romania,2/5/2021,Moderna,14944
Romania,2/5/2021,Oxford/AstraZeneca,0
Romania,2/5/2021,Pfizer/BioNTech,806268
Romania,2/6/2021,Moderna,23087
Romania,2/6/2021,Oxford/AstraZeneca,0
Romania,2/6/2021,Pfizer/BioNTech,817385
Romania,2/7/2021,Moderna,31026
Romania,2/7/2021,Oxford/AstraZeneca,0
Romania,2/7/2021,Pfizer/BioNTech,824956
Romania,2/8/2021,Moderna,35454
Romania,2/8/2021,Oxford/AstraZeneca,0
Romania,2/8/2021,Pfizer/BioNTech,855554
Romania,2/9/2021,Moderna,40399
Romania,2/9/2021,Oxford/AstraZeneca,0
Romania,2/9/2021,Pfizer/BioNTech,889416
Romania,2/10/2021,Moderna,44448
Romania,2/10/2021,Oxford/AstraZeneca,0
Romania,2/10/2021,Pfizer/BioNTech,926179
Romania,2/11/2021,Moderna,47769
Romania,2/11/2021,Oxford/AstraZeneca,0
Romania,2/11/2021,Pfizer/BioNTech,961312
Romania,2/12/2021,Moderna,51388
Romania,2/12/2021,Oxford/AstraZeneca,0
Romania,2/12/2021,Pfizer/BioNTech,997068
Romania,2/13/2021,Moderna,54855
Romania,2/13/2021,Oxford/AstraZeneca,0
Romania,2/13/2021,Pfizer/BioNTech,1028900
Romania,2/14/2021,Moderna,57881
Romania,2/14/2021,Oxford/AstraZeneca,0
Romania,2/14/2021,Pfizer/BioNTech,1055753
Romania,2/15/2021,Moderna,60916
Romania,2/15/2021,Oxford/AstraZeneca,6812
Romania,2/15/2021,Pfizer/BioNTech,1083043
Romania,2/16/2021,Moderna,63951
Romania,2/16/2021,Oxford/AstraZeneca,13624
Romania,2/16/2021,Pfizer/BioNTech,1111098
Romania,2/17/2021,Moderna,69323
Romania,2/17/2021,Oxford/AstraZeneca,22956
Romania,2/17/2021,Pfizer/BioNTech,1139713
Romania,2/18/2021,Moderna,71707
Romania,2/18/2021,Oxford/AstraZeneca,31858
Romania,2/18/2021,Pfizer/BioNTech,1168247
Romania,2/19/2021,Moderna,72378
Romania,2/19/2021,Oxford/AstraZeneca,41296
Romania,2/19/2021,Pfizer/BioNTech,1196266
Romania,2/20/2021,Moderna,72676
Romania,2/20/2021,Oxford/AstraZeneca,50440
Romania,2/20/2021,Pfizer/BioNTech,1219748
Romania,2/21/2021,Moderna,72791
Romania,2/21/2021,Oxford/AstraZeneca,58747
Romania,2/21/2021,Pfizer/BioNTech,1239270
Romania,2/22/2021,Moderna,72935
Romania,2/22/2021,Oxford/AstraZeneca,68534
Romania,2/22/2021,Pfizer/BioNTech,1259204
Romania,2/23/2021,Moderna,73010
Romania,2/23/2021,Oxford/AstraZeneca,78141
Romania,2/23/2021,Pfizer/BioNTech,1278866
Romania,2/24/2021,Moderna,73017
Romania,2/24/2021,Oxford/AstraZeneca,87871
Romania,2/24/2021,Pfizer/BioNTech,1297346
Romania,2/25/2021,Moderna,73020
Romania,2/25/2021,Oxford/AstraZeneca,98055
Romania,2/25/2021,Pfizer/BioNTech,1307417
Romania,2/26/2021,Moderna,73020
Romania,2/26/2021,Oxford/AstraZeneca,109339
Romania,2/26/2021,Pfizer/BioNTech,1315258
Romania,2/27/2021,Moderna,73020
Romania,2/27/2021,Oxford/AstraZeneca,119310
Romania,2/27/2021,Pfizer/BioNTech,1320991
Romania,2/28/2021,Moderna,73020
Romania,2/28/2021,Oxford/AstraZeneca,127371
Romania,2/28/2021,Pfizer/BioNTech,1324066
Romania,3/1/2021,Moderna,73020
Romania,3/1/2021,Oxford/AstraZeneca,136586
Romania,3/1/2021,Pfizer/BioNTech,1347000
Romania,3/2/2021,Moderna,73020
Romania,3/2/2021,Oxford/AstraZeneca,146051
Romania,3/2/2021,Pfizer/BioNTech,1375693
Romania,3/3/2021,Moderna,73020
Romania,3/3/2021,Oxford/AstraZeneca,154730
Romania,3/3/2021,Pfizer/BioNTech,1405699
Romania,3/4/2021,Moderna,79862
Romania,3/4/2021,Oxford/AstraZeneca,162337
Romania,3/4/2021,Pfizer/BioNTech,1434988
Romania,3/5/2021,Moderna,88224
Romania,3/5/2021,Oxford/AstraZeneca,170102
Romania,3/5/2021,Pfizer/BioNTech,1466214
Romania,3/6/2021,Moderna,96530
Romania,3/6/2021,Oxford/AstraZeneca,177516
Romania,3/6/2021,Pfizer/BioNTech,1499132
Romania,3/7/2021,Moderna,104227
Romania,3/7/2021,Oxford/AstraZeneca,184012
Romania,3/7/2021,Pfizer/BioNTech,1530123
Romania,3/8/2021,Moderna,108871
Romania,3/8/2021,Oxford/AstraZeneca,190326
Romania,3/8/2021,Pfizer/BioNTech,1562623
Romania,3/9/2021,Moderna,113813
Romania,3/9/2021,Oxford/AstraZeneca,197660
Romania,3/9/2021,Pfizer/BioNTech,1598547
Romania,3/10/2021,Moderna,117819
Romania,3/10/2021,Oxford/AstraZeneca,204910
Romania,3/10/2021,Pfizer/BioNTech,1638693
Romania,3/11/2021,Moderna,121218
Romania,3/11/2021,Oxford/AstraZeneca,211212
Romania,3/11/2021,Pfizer/BioNTech,1678903
Romania,3/12/2021,Moderna,124766
Romania,3/12/2021,Oxford/AstraZeneca,217059
Romania,3/12/2021,Pfizer/BioNTech,1718894
Romania,3/13/2021,Moderna,128144
Romania,3/13/2021,Oxford/AstraZeneca,222922
Romania,3/13/2021,Pfizer/BioNTech,1758375
Romania,3/14/2021,Moderna,131137
Romania,3/14/2021,Oxford/AstraZeneca,228280
Romania,3/14/2021,Pfizer/BioNTech,1792723
Romania,3/15/2021,Moderna,137600
Romania,3/15/2021,Oxford/AstraZeneca,235679
Romania,3/15/2021,Pfizer/BioNTech,1828437
Romania,3/16/2021,Moderna,149732
Romania,3/16/2021,Oxford/AstraZeneca,242742
Romania,3/16/2021,Pfizer/BioNTech,1869226
Romania,3/17/2021,Moderna,158781
Romania,3/17/2021,Oxford/AstraZeneca,249300
Romania,3/17/2021,Pfizer/BioNTech,1907900
Romania,3/18/2021,Moderna,165150
Romania,3/18/2021,Oxford/AstraZeneca,256243
Romania,3/18/2021,Pfizer/BioNTech,1946513
Romania,3/19/2021,Moderna,169966
Romania,3/19/2021,Oxford/AstraZeneca,263394
Romania,3/19/2021,Pfizer/BioNTech,1984407
Romania,3/20/2021,Moderna,174732
Romania,3/20/2021,Oxford/AstraZeneca,271485
Romania,3/20/2021,Pfizer/BioNTech,2022454
Romania,3/21/2021,Moderna,179154
Romania,3/21/2021,Oxford/AstraZeneca,279325
Romania,3/21/2021,Pfizer/BioNTech,2054609
Romania,3/22/2021,Moderna,183177
Romania,3/22/2021,Oxford/AstraZeneca,286648
Romania,3/22/2021,Pfizer/BioNTech,2090459
Romania,3/23/2021,Moderna,187546
Romania,3/23/2021,Oxford/AstraZeneca,294985
Romania,3/23/2021,Pfizer/BioNTech,2135815
Romania,3/24/2021,Moderna,191868
Romania,3/24/2021,Oxford/AstraZeneca,302969
Romania,3/24/2021,Pfizer/BioNTech,2182617
Romania,3/25/2021,Moderna,196122
Romania,3/25/2021,Oxford/AstraZeneca,310485
Romania,3/25/2021,Pfizer/BioNTech,2229733
Romania,3/26/2021,Moderna,200231
Romania,3/26/2021,Oxford/AstraZeneca,318056
Romania,3/26/2021,Pfizer/BioNTech,2273184
Romania,3/27/2021,Moderna,204969
Romania,3/27/2021,Oxford/AstraZeneca,326640
Romania,3/27/2021,Pfizer/BioNTech,2318409
Romania,3/28/2021,Moderna,209212
Romania,3/28/2021,Oxford/AstraZeneca,334912
Romania,3/28/2021,Pfizer/BioNTech,2360607
Romania,3/29/2021,Moderna,213039
Romania,3/29/2021,Oxford/AstraZeneca,342263
Romania,3/29/2021,Pfizer/BioNTech,2401887
Romania,3/30/2021,Moderna,217516
Romania,3/30/2021,Oxford/AstraZeneca,349827
Romania,3/30/2021,Pfizer/BioNTech,2454264
Romania,3/31/2021,Moderna,221682
Romania,3/31/2021,Oxford/AstraZeneca,356402
Romania,3/31/2021,Pfizer/BioNTech,2501784
Romania,4/1/2021,Moderna,226033
Romania,4/1/2021,Oxford/AstraZeneca,362660
Romania,4/1/2021,Pfizer/BioNTech,2548790
Romania,4/2/2021,Moderna,230533
Romania,4/2/2021,Oxford/AstraZeneca,368974
Romania,4/2/2021,Pfizer/BioNTech,2595945
Romania,4/3/2021,Moderna,235329
Romania,4/3/2021,Oxford/AstraZeneca,374819
Romania,4/3/2021,Pfizer/BioNTech,2640729
Romania,4/4/2021,Moderna,239724
Romania,4/4/2021,Oxford/AstraZeneca,379020
Romania,4/4/2021,Pfizer/BioNTech,2680468
Romania,4/5/2021,Moderna,243667
Romania,4/5/2021,Oxford/AstraZeneca,382996
Romania,4/5/2021,Pfizer/BioNTech,2723919
Romania,4/6/2021,Moderna,248385
Romania,4/6/2021,Oxford/AstraZeneca,386430
Romania,4/6/2021,Pfizer/BioNTech,2770716
Romania,4/7/2021,Moderna,253339
Romania,4/7/2021,Oxford/AstraZeneca,389001
Romania,4/7/2021,Pfizer/BioNTech,2818530
Romania,4/8/2021,Moderna,258603
Romania,4/8/2021,Oxford/AstraZeneca,391469
Romania,4/8/2021,Pfizer/BioNTech,2867621
